,V1,V2,V3,V4,V5,V6
0,9.985531321230662,-9.771852191149177,10.213781847991838,-10.338664991583398,10.116628689240846,-10.065274853608104
1,-9.964574546849192,9.823673114555657,-9.892821490971487,10.18251241651272,-10.506488996266148,10.090412744600417
2,9.68275790565954,9.83320449043631,10.00802151480239,10.055035076074473,9.858777250545181,10.081838916859079
3,-10.186867130216088,-10.042029440866123,-10.058291791548399,-10.410434927060193,-10.34919776744972,-9.870752890449415
4,-9.682873293574556,9.772795338974586,-10.458938196907404,10.106132341622935,-9.897783353876525,10.399293441236004
5,9.60103244159978,9.893351567617465,9.64077169130843,10.445919776039915,9.876934392165902,10.414654566517942
6,9.874674973804586,-10.092152368328003,10.081095452421142,-9.998156361328341,9.987576246320307,-9.624385648191089
7,10.090711920747838,-10.178483615718932,10.415028955235309,-9.902173217916104,9.548642271770891,-10.18355921683573
8,-0.025907838063683502,0.04565695505713011,-0.6477461696634091,0.10343183673628122,-0.12429429365572864,0.09468550427970387
9,-9.97930940089713,9.43264963674158,-10.002868183109232,10.670886298541397,-10.08761426646966,9.870868722538223
10,9.662432000409138,-9.895823192075461,10.293428844903497,-10.237449916913876,10.584338137197706,-9.89257381739417
11,-10.440315786141714,10.14823039016045,-9.851994164705058,9.778909157668533,-9.821835016137829,9.718340937947508
12,9.68634263287916,9.674543182161566,10.335191594661,9.844329938672544,9.77388866014582,10.041306947771004
13,-9.875796712492436,-9.69167155119209,-10.247458415313666,-9.92286677584694,-10.212906998053091,-10.045600797983248
14,-9.902138889890292,10.26996539824467,-9.342976534352148,10.381106307378165,-9.341453181983997,10.064703159491106
15,-9.782575254901221,-9.575617077193309,-9.829046704659973,-9.777534684712093,-9.98431631465971,-10.107923372942848
16,10.247428543048418,-10.756908700030689,10.470174982632805,-10.060805520922978,10.60926419799855,-10.01912836784895
17,-0.4417001167421249,-0.21914719717253373,-0.077962770785928,0.2475129468771059,0.2263263404423436,0.1933284657186753
18,0.7075576356352041,0.030462156309636085,0.05696138443814176,-0.1137908151032413,0.06794239617151722,-0.0344246752380924
19,0.1971601855649454,-0.22982763837455536,-0.045143631256217114,-0.20865373427959807,-0.24119717357200665,0.05807091568677192
20,-10.074630593783013,10.014570688761125,-9.70274741652989,10.515828258005783,-9.658340416372198,10.121511235184224
21,0.26737596296343413,0.14292046670873734,0.3350957623687983,-0.24292668800891973,0.20753718918568048,-0.16532265837123405
22,-9.400275000813137,10.41000424454967,-10.122696486506992,9.417092639073648,-9.958501322308006,9.917317350221067
23,10.088522734990558,9.67036946299981,9.579923137561618,10.05240402786945,9.504158907324147,10.319778045615067
24,-0.1313322920130574,-0.11990282182859387,0.2858370628335942,-0.05949604256332591,0.07022214740663772,-0.09518911214511237
25,-9.814751835529648,-9.711333285636483,-9.85883532664157,-10.070741261615117,-9.796363211736463,-9.653914590525252
